Crime_ID,FIR_No,Date,Time,Crime_Type,City,Area,Victim_Age,Victim_Gender,Weapon,Police_Station,Status
C0941,FIR202500941,2025-11-13,06:50,Theft,Eluru,Ashok Nagar,47.0,Male,,West PS,Pending
C0942,FIR202500942,2025-01-26,10:40,Assault,Rajahmundry,Danavaipeta,61.0,Male,Stick,South PS,Pending
C0943,FIR202400943,2024-11-22,08:20,Assault,Vizianagaram,RTC Complex,49.0,Male,Stick,North PS,Pending
C0944,FIR202400944,2024-10-13,02:10,Assault,Rajahmundry,Innespeta,29.0,Male,Stick,East PS,Pending
C0945,FIR202500945,2025-12-29,02:50,Theft,Kakinada,Sarpavaram,63.0,Female,,North PS,Pending
C0946,FIR202400946,2024-05-02,10:30,Theft,Hyderabad,Madhapur,35.0,Female,,East PS,Solved
C0947,FIR202400947,2024-11-17,09:05,Robbery,Anantapur,Sapthagiri Circle,64.0,Female,Knife,West PS,Pending
C0948,FIR202500948,2025-09-28,19:40,Cyber Crime,Visakhapatnam,Seethammadhara,21.0,Male,,North PS,Pending
C0949,FIR202400949,2024-02-29,11:15,Theft,Ongole,Kurnool Road,37.0,Female,,West PS,Solved
C0950,FIR202400950,2024-09-03,14:15,Murder,Anantapur,Sapthagiri Circle,22.0,Female,Gun,East PS,Solved
C0951,FIR202400951,2024-05-16,14:10,Robbery,Kakinada,Ramanayyapeta,22.0,Female,Knife,North PS,Solved
C0952,FIR202500952,2025-04-29,23:50,Murder,Guntur,Lakshmipuram,58.0,Female,Gun,West PS,Pending
C0953,FIR202400953,2024-10-22,04:40,Murder,Vizianagaram,RTC Complex,45.0,Female,Gun,Central PS,Pending
C0954,FIR202400954,2024-06-30,05:15,Robbery,Anantapur,Sapthagiri Circle,69.0,Male,Knife,North PS,Solved
C0955,FIR202400955,2024-07-16,03:20,Theft,Tirupati,Bairagipatteda,53.0,Female,,East PS,Pending
C0956,FIR202500956,2025-04-18,18:10,Theft,Vizianagaram,RTC Complex,44.0,Female,,North PS,Solved
C0957,FIR202500957,2025-07-01,13:45,Murder,Anantapur,Sapthagiri Circle,58.0,Female,Gun,East PS,Pending
C0958,FIR202400958,2024-09-10,22:45,Murder,Hyderabad,Kukatpally,18.0,Male,Gun,South PS,Solved
C0959,FIR202400959,2024-10-04,02:25,Theft,Kadapa,YV Street,23.0,Female,,Central PS,Pending
C0960,FIR202400960,2024-09-15,03:10,Theft,Eluru,Ashok Nagar,47.0,Female,,North PS,Pending
C0961,FIR202400961,2024-04-10,00:55,Theft,Anantapur,Sapthagiri Circle,22.0,Female,,South PS,Solved
C0962,FIR202400962,2024-10-17,02:15,Robbery,Anantapur,Sapthagiri Circle,48.0,Male,Knife,South PS,Solved
C0963,FIR202500963,2025-09-26,10:25,Cyber Crime,Eluru,Ashok Nagar,68.0,Female,,North PS,Solved
C0964,FIR202400964,2024-11-25,11:10,Robbery,Guntur,Lakshmipuram,18.0,Male,Knife,West PS,Solved
C0965,FIR202400965,2024-06-29,14:00,Cyber Crime,Hyderabad,Gachibowli,44.0,Female,,Central PS,Solved
C0966,FIR202500966,2025-08-31,21:10,Assault,Ongole,Kurnool Road,64.0,Female,Stick,South PS,Pending
C0967,FIR202400967,2024-09-17,12:45,Robbery,Rajahmundry,Innespeta,69.0,Male,Knife,South PS,Pending
C0968,FIR202500968,2025-03-22,04:05,Assault,Vijayawada,Benz Circle,55.0,Female,Stick,Central PS,Pending
C0969,FIR202500969,2025-03-28,09:45,Assault,Guntur,Arundelpet,46.0,Male,Stick,Central PS,Pending
C0970,FIR202400970,2024-01-15,09:05,Robbery,Tirupati,Bairagipatteda,35.0,Male,Knife,West PS,Pending
C0971,FIR202400971,2024-10-24,11:55,Cyber Crime,Kakinada,Ramanayyapeta,48.0,Female,,Central PS,Pending
C0972,FIR202400972,2024-08-23,18:00,Murder,Guntur,Brodipet,29.0,Male,Gun,South PS,Pending
C0973,FIR202500973,2025-06-02,14:10,Assault,Vijayawada,Gunadala,63.0,Female,Stick,Central PS,Pending
C0974,FIR202500974,2025-05-18,06:50,Theft,Kurnool,Budhawarapeta,32.0,Male,,East PS,Solved
C0975,FIR202400975,2024-04-20,18:00,Assault,Nellore,Magunta Layout,43.0,Male,Stick,East PS,Solved
C0976,FIR202400976,2024-02-15,19:35,Assault,Tirupati,Alipiri,40.0,Male,Stick,North PS,Solved
C0977,FIR202500977,2025-10-08,03:45,Theft,Nellore,Balaji Nagar,65.0,Female,,North PS,Pending
C0978,FIR202500978,2025-08-02,23:30,Assault,Hyderabad,Ameerpet,32.0,Female,Stick,South PS,Pending
C0979,FIR202400979,2024-07-27,21:10,Theft,Kurnool,Budhawarapeta,50.0,Female,,Central PS,Pending
C0980,FIR202400980,2024-05-22,02:05,Robbery,Anantapur,Sapthagiri Circle,23.0,Female,Knife,West PS,Pending
C0981,FIR202400981,2024-03-16,15:40,Murder,Rajahmundry,Innespeta,41.0,Male,Gun,East PS,Pending
C0982,FIR202500982,2025-10-03,12:05,Theft,Anantapur,Sapthagiri Circle,30.0,Female,,South PS,Pending
C0983,FIR202400983,2024-05-15,11:50,Assault,Kadapa,YV Street,28.0,Female,Stick,North PS,Solved
C0984,FIR202500984,2025-04-27,06:35,Assault,Nellore,Balaji Nagar,67.0,Female,Stick,North PS,Pending
C0985,FIR202400985,2024-02-26,11:15,Robbery,Ongole,Kurnool Road,66.0,Female,Knife,Central PS,Solved
C0986,FIR202500986,2025-04-04,10:15,Theft,Eluru,Ashok Nagar,18.0,Female,,East PS,Solved
C0987,FIR202400987,2024-04-23,12:05,Theft,Anantapur,Sapthagiri Circle,46.0,Female,,Central PS,Solved
C0988,FIR202500988,2025-01-04,12:05,Cyber Crime,Kurnool,Budhawarapeta,63.0,Female,,Central PS,Pending
C0989,FIR202400989,2024-04-20,01:00,Assault,Tirupati,Alipiri,47.0,Male,Stick,West PS,Solved
C0990,FIR202400990,2024-02-01,14:30,Assault,Visakhapatnam,MVP Colony,41.0,Male,Stick,West PS,Pending
C0991,FIR202400991,2024-06-02,11:10,Assault,Nellore,Balaji Nagar,27.0,Female,Stick,West PS,Pending
C0992,FIR202500992,2025-06-24,05:40,Robbery,Tirupati,Alipiri,67.0,Female,Knife,South PS,Solved
C0993,FIR202500993,2025-12-08,09:35,Murder,Kadapa,YV Street,66.0,Male,Gun,North PS,Pending
C0994,FIR202400994,2024-10-12,18:30,Murder,Visakhapatnam,Madhurawada,44.0,Male,Gun,South PS,Solved
C0995,FIR202500995,2025-10-11,21:15,Cyber Crime,Ongole,Kurnool Road,20.0,Male,,North PS,Solved
C0996,FIR202500996,2025-03-08,21:25,Cyber Crime,Guntur,Lakshmipuram,22.0,Male,,West PS,Pending
C0997,FIR202500997,2025-04-23,22:40,Murder,Tirupati,Alipiri,27.0,Female,Gun,Central PS,Solved
C0998,FIR202500998,2025-03-02,05:10,Robbery,Tirupati,Bairagipatteda,20.0,Male,Knife,East PS,Pending
C0999,FIR202400999,2024-09-30,22:20,Robbery,Rajahmundry,Innespeta,43.0,Female,Knife,East PS,Solved
C1000,FIR202401000,2024-02-12,06:15,Theft,Anantapur,Sapthagiri Circle,54.0,Male,,East PS,Solved
,FIR20260905164226,2026-09-12,,Robbery,,Hyderabad,,,,,Pending
